series_name,director_name,genre,ratings,performers,ott_platform
City of Dreams Season 3,Nagesh Kukunoor,Unknown,3.9,"Priya Bapat, Eijaz Khan, Atul Kulkarni, Sachin Pilgaonkar, Sandeep Kulkarni, Flora Saini, Uday Tikekar, Krrish Chhabria, Siddharth Chandekar",Disney+ Hotstar
The Gryphon,"Sebastian Marka, Max Zähle",Action,4.3,"Jeremias Meyer, Zoran Pingel, Lea Drinda, Sabine Timoteo, Flora Li Thiemann, Yuri Völsch, Samirah Breuer, Thorsten Merten, Sebi Jaeger, Golo Euler, Sebastian Jäger, Theo Trebs, Armin Rohde",Prime Video
Crackdown Season 2,Apoorva Lakhia,Action-adventure,3.6,"Saqib Saleem, Shriya Pilgaonkar, Iqbal Khan, Waluscha D'Souza, Rajesh Tailang, Ankur Bhatia, Ekavali Khanna, Palak Jaiswal, Tanya Desai, Vipin Bhardwaj",JioCinema
Fubar Season 1,Phil Abraham,Unknown,4.5,"Arnold Schwarzenegger, Monica Barbaro, Jay Baruchel, Aparna Brielle, Andy Buckley, Milan Carter, Fortune Feimster, Barbara Eve Harris, Gabriel Luna, Fabiana Udenio, Travis Van Winkle",Netflix
American Born Chinese,"Destin Daniel Cretton, Dinh Thai, Dennis Liu, Peng Zhang, Johnson Cheng, Lucy Liu, Erin O'Malley",Action,3.531681244,"Michelle Yeoh, Ben Wang, Yeo Yann Yann, Chin Han, Daniel Wu, Ke Huy Quan, Jim Liu, Sydney Taylor",Disney+ Hotstar
James May: Oh Cook! Season 2,"Will Daws, Tom Whitter",Unknown,3.531681244,"James May, Nikki Morgan",Prime Video
Mayans M.C. Season 5,"Elgin James, Brett Dos Santos, Allison Anders, Danny Pino, J. D. Pardo",Crime drama,3.531681244,"J. D. Pardo, Clayton Cardenas, Sarah Bolger, Michael Irby, Carla Baratta, Danny Pino, Edward James Olmos, Frankie Loyal, Joseph Raymond Lucero, Vincent Vargas, JR Bourne",Disney+ Hotstar
Platonic,Nicholas Stoller,Comedy,3.531681244,"Rose Byrne, Seth Rogen, Luke Macfarlane, Tre Hale, Carla Gallo, Andrew Lopez, Alisha Wainwright, Guy Branum, Janet Varney, Emily Kimball, Vinny Thomas",Apple TV+
The Ultimatum: Queer Love,No description available,Reality,3.531681244,"JoAnna Garcia Swisher, Vanessa Papa, Xander Boger, Mildred Bustillo, Aussie Chau, Raelyn Cheung-Sutton, Tiff Der, Lexi Goldberg, Sam Mark, Yoly Rojas, Mal Wright",Netflix
Let the Right One In Season 1,"Seith Mann, Viet Nguyen, Hiromi Kamata",Psychological drama Supernatural horror Coming-of-age,3.531681244,"Demián Bichir, Madison Taylor Baez, Anika Noni Rose, Grace Gummer, Ian Foreman, Kevin Carroll, Nick Stahl, Jacob Buster, Željko Ivanek, Fernanda Andrade, Jimmie Saito, Josh Wingate, Caroline Neff",JioCinema
MerPeople,Cynthia Wade,Documentary,3.531681244,Not decided,Netflix
Prehistoric Planet Season 2,"Andrew R. Jones, Adam Valdez, Krzysztof Szczepanski",Nature documentary,3.531681244,David Attenborough,Apple TV+
Flatbush Misdemeanors Season 2,"Justin Tipping, Nefertite Nguvu, Nastaran Dibai, Brennan Shroff",Comedy,3.531681244,"Kevin Iso, Dan Perlman, Kristin Donson, Hassan Johnson",JioCinema
1923,Ben Richardson,Drama,3.531681244,"Sebastian Roché, Harrison Ford, Helen Mirren, Marley Shelton, Robert Patrick, Jennifer Ehle, Brian Geraghty, James Badge Dale, Jerome Flynn, Darren Mann, Michelle Randolph, Aminah Nieves, Tony Noto, Timothy Dalton, Brandon Sklenar, Julia Schlaepfer",JioCinema
Dead Pixels,Aditya Mandala,Comedy,2.6,"Sai Ronak, Niharika Konidela, Rajeev Kanakala, Bindu Chandramouli, Jayasri Rachakonda, Harsha Chemudu, Akshay Lagusani, Bhavana Sagi",Disney+ Hotstar
Grace Season 1,"John Alexander, Julia Ford",Unknown,3.531681244,"John Simm, Richie Campbell, Brad Morrison, Laura Elphinstone, Craig Parkinson, Rakie Ayola, Alexander Cobb, Rebecca Scroggs, William Andrews",BookMyShow Stream
Muted,Gabe Ibáñez,Drama,2.2,"Arón Piper, Almudena Amor, Cristina Kovani, Manu Ríos, Aitor Luna, Ramiro Blases, Aria Bedmares, Mikel Losada",Netflix
Selling Sunset Season 6,No description available,Reality,3.531681244,"Chrishell Stause, Chelsea Lazkani, Emma Hernan, Amanza Smith, Heather El Moussa, Mary Fitzgerald, Bre Tiesi, Nicole Young",Netflix
Stillwater Season 3,No description available,Children's animation,5.0,Not decided,Apple TV+
Yeh Meri Family Season 2,Mandar Kurundkar,Unknown,3.4,"Rajesh Kumar, Juhi Parmar, Hetal Gada, Veena Mehta, Angaad Maahloy",Amazon miniTV
"Young, Famous & African Season 2",No description available,Reality television,2.8,"Bonang Matheba, Fantana, Luis Munana, Sebabatso Mothibi, Rosette Ncwana, Khanyi Mbau, Diamond Platnumz, Nadia Nakai, Swanky Jerry, Naked DJ, Kayleigh Schwark, Andile Ncube",Netflix
Inspector Avinash,Neeraj Pathak,Action,3.9,"Randeep Hooda, Shaleen Bhanot, Sohit Soni, Ayeesha S. Aiman, Subhash Dhankar, Urvashi Rautela, Bidita Bag, Resh Lamba, Ali Quli Mirza, Sandeep Chatterjee, Rahul Mittra, Amit Anand Raut, Sneha Singh",JioCinema
Modern Love Chennai,"Bharathiraja, Raju Murugan, Krishnakumar Ramakumar, Balaji Sakthivel, Akshay Sundher, Thiagarajan Kumararaja",Comedy,3.5,"Kishore, Ramya Nambeesan, Ashok Selvan, Ritu Varma, Vijayalakshmi, TJ Banu, Gouri Reddy, Samyuktha Vishwanathan, Vasudevan Murali, Chu Khoy Sheng, Sanjula S",Prime Video
The Ferragnez Season 2,Francesco Imperato,Unknown,3.531681244,"Chiara Ferragni, Fedez - Federico Leonardo Lucia, Leone Lucia Ferragni",Prime Video
"XO, Kitty Season 1","Jennifer Arnold, Katina Medina Mora",Romantic comedy drama,4.4,"Anna Cathcart, Anthony Keyvan, Minyeong Choi, Théo Augier Bonaventure, Ivan Melgares, Alexander Morel, Yunjin Kim, Peter Thurnwald, Daniel C Kennedy, Jocelyn Shelfo, Sam Scherzer, Gia Kim, Regan Aliyah, Sang Heon Lee, Kaniel Jacob-Cross, Jordana Summer, Michael K. Lee, Won Hee Lee",Netflix
Yakitori: Soldiers of Misfortune,Hideki Anbo,Action,3.531681244,"Kenjirô Tsuda, Akari Kitô, Kengo Kawanishi, Wataru Takagi, Asami Seto, Tetsu Inada, Shunsuke Takeuchi, Miku Hatsune, Taito Ban",Netflix
McGregor Forever,Gotham Chopra,Documentary,3.6,Conor McGregor,Netflix
Rhythm + Flow France Season 2,No description available,Unknown,2.8,"Niska, Shay, SCH, Jul, Soso Maness, Tiakola, Hamza, Gradur",Netflix
Working: What We Do All Day,Caroline Suh,Documentary,3.531681244,"Barack Obama, Karthik Lakshmanan, Randi Williams, Luke Starcher, Chris Urmson, Poornima Kaniarasu",Netflix
Black Knight,Cho Ui-seok,Science fiction [ 1 ] Dystopian [ 1 ] Action [ 1 ],2.5,"Kim Woo-bin, Song Seung-heon, Kang Yoo-seok, Esom, Kim Eui-sung, Jin Kyung, Lee Hak-joo, Lee Sang-hee, Yu Seong-ju",Netflix
City on Fire,"Jesse Peretz, Liz Garbus, Haifaa Al-Mansour",Mystery,3.531681244,"Wyatt Oleff, Chase Sui Wonders, Jemima Kirke, Nico Tortorella, Ashley Zukerman, Xavier Clyde, Max Milner, Alexandra Doke, Omid Abtahi, Kathleen Munroe, John Cameron Mitchell, Alexander Pineiro, Amel Khalil, Beth Malone",Apple TV+
Dahaad,"Reema Kagti, Ruchika Oberoi",Crime Mystery Thriller,3.1,"Sonakshi Sinha, Vijay Verma, Gulshan Devaiah, Sohum Shah, Yogi Singha, Sanghmitra Hitaishi, Ratnabali Bhattacharjee, Nirmal Chiraniyan, Vijay Kumar Dogra, Abhishek Bhalerao, Waris Ahmed Zaidi",Prime Video
Mulligan,Casey Crowe,Comedy,3.5,"Daniel Radcliffe, Kevin Michael Richardson, Ayo Edebiri, Tina Fey, Sam Richardson, Ronny Chieng, Phil LaMarr, Nat Faxon, Dana Carvey, Chrissy Teigen",Netflix
Newsense,Sriprawin Kumar,Drama,0.5,"Bindhu Madhavi, Navdeep",Aha
Queer Eye Season 7,No description available,Reality television,3.531681244,"Antoni Porowski, Tan France, Karamo Brown, Bobby Berk, Jonathan Van Ness",Netflix
Taj: Divided by Blood Season 2,Vibhu Puri,Drama Historical fiction,3.7,"Dharmendra, Naseeruddin Shah, Aashim Gulati, Aditi Rao Hydai, Rahul Bose, Padma Damodaran, Sandhya Mridul",Zee5
Ultraman Season 3,"Kenji Kamiyama, Shinji Aramaki",Science fiction [ 1 ] Superhero [ 2 ] Tokusatsu [ 3 ],3.531681244,Not decided,Netflix
Dance Brothers,Taito Kawata,Coming-of-age Drama Dance,5.0,"Jeanine Muyima, Cristal Snow, Lauri Lohi, Samuel Kujala, Roderick Kabanga, Fanni Noroila, Oksana Lommi, Pietari Kauppinen, Andrew Taua'i, Josefiina Kotajärvi, Eeva Eloranta, Latisha Allen, Sara Paavolainen",Netflix
Missing: Dead or Alive?,Alexander Irvine-Cox,Unknown,3.9,"Vicky Rains, Heidi Jackson, J.P. Smith, Nina Mauldin, Tony Garcia, Mansoor Watson, Molly Nations, Lamanda Kandice Moore, Cathy Taylor",Netflix
Queen Cleopatra,No description available,Docudrama,1.2,"Jada Pinkett Smith, Adele James, Craig Russell, John Partridge, Kaysha Woollery, Andira Crichlow, Greg Lockett, Philip Walker",Netflix
Hannah Gadsby: Something Special,Jenney Shamash,Observational comedy dark humour deadpan wit,3.531681244,Hannah Gadsby,Netflix
Biswa Kalyan Rath: Mood Kharaab,Kanan Gill,Comedy,2.0,Biswa Kalyan Rath,Prime Video
Fireflies – Parth aur Jugnu,Hemant Gaba,Unknown,3.8,"Meet Mukhi, Aekam Binjwe, Madhoo Shah, Priyanshu Chaterjee, Luke Kenny, Akshat Singh, Zoya Afroz, Varun Kapoor, Harshit Bhojwani, Anaya Shivan, Riva Arora, Rahul Singh, Hitesh Dave",Zee5
Harriet The Spy Season 2,No description available,Unknown,3.531681244,"Beanie Feldstein, Jane Lynch, Lacey Chabert",Apple TV+
"Saas, Bahu Aur Flamingo",Homi Adajania,Crime drama,3.8,"Dimple Kapadia, Radhika Madan, Udit Arora, Angira Dhar, Deepak Dobriyal, Monica Dogra, Varun Mitra, Vikram Pratap, Isha Talwar, Ashish Verma",Disney+ Hotstar
Shabash Feluda,Arindam Sil,Crime thriller,2.7,"Parambrata Chattopadhyay, Sauraseni Maitra, Ritwick Chakraborty, Rudranil Ghosh, Rwitobroto Mukherjee, Debopriyo Mukherjee, Arindam Sil, Topher Collins, Kamaleswar Mukherjee",Zee5
Silo Season 1,"Morten Tyldum, Morten Tyldum",Unknown,4.2,"Rebecca Ferguson, Tim Robbins, Rashida Jones, David Oyelowo, Common, Harriet Walter, Avi Nash, Chinaza Uche",Apple TV+
Queen Charlotte: A Bridgerton Story,Tom Verica,Drama,2.9,"Michelle Fairley, Ruth Gemmell, Adjoa Andoh, Golda Rosheuvel, India Amarteifio, Tunji Kasim, Hugh Sachs, Katie Brayben, Julia Westcott-Hutton, Corey Mylchreest, Cyril Nri, Sam Clemmett, Keir Charles, Connie Jenkins-Greig, Richard Cunningham, Arsema Thomas, Rob Maloney",Netflix
Sanctuary,Kan Eguchi,Unknown,3.3,"Eugene Ko, Willis Chung, Chase Yi, Koyuki, Shôta Sometani, Tomorô Taguchi, Hiroki Sumi, Kimiko Yo",Netflix
Star Wars: Visions Season 2,"Rodrigo Blaas, Julien Chheng, Daniel Clarke, Nadia Darries, Magdalena Osinska, Gabriel Osorio Vargas, Hyeong Geun Park, Ishan Shukla, LeAndre Thomas, Paul Young",Action - adventure Anthology Science fiction Space opera,3.531681244,"Matthew Wood, Úrsula Corberó, Eva Whittaker",Disney+ Hotstar
Young Jedi Adventures,"Elliot M. Bour, Anthony Bell, Casey Lowe, Shellie Kvilvang",Preschool Science fiction,3.531681244,"Emma Berman, Jamaal Avery Jr., Dee Bradley Baker, Piotr Michael, Juliet Donenfeld, Jonathan Lipow, Nasim Pedrad, Eric Bauza, Trey Diaz Murphy",Disney+ Hotstar
Ed Sheeran: The Sum of It All,David Soutar,Unknown,3.531681244,Ed Sheeran,Disney+ Hotstar
Jewish Matchmaking,No description available,Unknown,3.531681244,"Aleeza Ben Shalom, Ryan Green, Adi Ben Ezra",Netflix
The Tailor Season 1,Cem Karci,Drama Mystery Thriller,3.9,"Çağatay Ulusoy, Salih Bademci, Şifanur Gül, Olgun Simsek, Berrak Tüzünataç, Evrim Alasya, Joshua Flickema, Engin Senkan, Ece Sükan",Netflix
Citadel Season 1,"Newton Thomas Sigel, Jessica Yu, Anthony Russo, Joe Russo",Action drama Military science fiction [ 1 ] Spy thriller Techno-thriller,3.6,"Richard Madden, Priyanka Chopra, Stanley Tucci, Lesley Manville, Osy Ikhile, Ashleigh Cummings, Roland Møller, Caoilinn Springall",Prime Video
Frog and Toad,Sarah Johnson,"Children's picture book, short story collection",3.531681244,"Selene Luna, Kevin Michael Richardson, Nat Faxon, Yvette Nicole Brown, Margaret Cho, Ron Funches, Aparna Nancherla, Fortune Feimster, Cole Escola",Apple TV+
King of Collectibles: The Goldin Touch,No description available,Reality,4.5,Ken Goldin,Netflix
The Afterparty Season 2,Christopher Miller,Unknown,3.531681244,"Tiffany Haddish, Sam Richardson, Zoe Chao, Paul Walter Hauser, Elizabeth Perkins, Jack Whitehall, John Cho, Ken Jeong, Zach Woods, Anna Konkle, Poppy Liu, Vivian Wu",Apple TV+
Sweet Tooth Season 2,No description available,Fantasy drama Post-apocalyptic,2.3,"Nonso Anozie, Christian Convery, Adeel Akhtar, Stefania LaVie Owen, Dania Ramirez, Aliza Vellani, James Brolin, Will Forte",Netflix
The Nurse,Kasper Barfoed,Unknown,5.0,"Fanny Louise Bernth, Josephine Park, Peter Zandersen, Dick Kaysø, Amalie Lindegård, Sofia Cukic, Stephanie Nguyen, Mathilde Eusebius, Stine Schrøder Jensen, Sara Fanta Traore, Shahbaz Sarwar, Tammi Øst, Lukas Løkken, Marion Reuther, Ane Stensgaard-Juul, Frederikke Dahl Hansen",Netflix
Love After Music,"Felipe Gomez Aparicio, Gonzalo Tobal",Unknown,4.5,"Ivan Hochman, Micaela Riera, Nahuel Monasterio, Daryna Butryk, Javier Morado, Charlie Anderle, Matías Okosi, Gaspar Offenhenden, Jean Pierre Noher, Mirella Pascual, Julián Kartún, Campi, Andy Chango, Fernando Ritucci, Mariano Saborido",Netflix
John Mulaney: Baby J,Alex Timbers,Comedy drama,3.531681244,John Mulaney,Netflix
Big Beasts,Ed Watkins,Documentary,3.531681244,Tom Hiddleston,Apple TV+
Dancing on the Grave,Patrick Graham,Documentary,3.8,"Anup Upadhyay, Patrali Chattopadhyay, Shafaq Naaz, Madhusudan Naik, Medha Rana, Danish Pandor, Bhavya Sharma, Mohini Kewalramani, Priya Arora, Jiya Muazzam Khan, Mahira Khurana, Muhammed Zaeem Shaikh, Bhakti Dipali, Suresh Sharma, Jiten Jatania, Sunil Nambiar, Behruz M, Shams Tahir Khan",Prime Video
Dead Ringers,"Sean Durkin, Karyn Kusama, Lauren Wolkstein, Karena Evans",Drama Psychological thriller,3.531681244,"Rachel Weisz, Emily Meade, Jennean Farmer, Gabi Carrubba, Afrim Gjonbalaj, John Wu, Nina Kassa, Karoline, Phoebe L Dunn, Ntare Guma Mbaho Mwine, Britne Oldford, Poppy Liu, Jennifer Ehle, Michael Chernus, Jeremy Shamos",Prime Video
Drops of God,Oded Ruskin,Mystery,3.531681244,"Tomohisa Yamashita, Fleur Geffrier, Makiko Watanabe, Satoshi Nikaido, Antoine Chappey, Tom Wozniczka, Azusa Okamoto, Luca Terracciano, Diego Ribon, Gustave Kervern, Cécile Bois",Apple TV+
Garmi,Tigmanshu Dhulia,Crime,3.6,"Mukesh Tiwari, Vineet Kumar, Pankaj Saraswat, Jatin Goswami, Vyom Yadav, Puneet Singh, Anurag Thakur, Anushka Kaushik, Disha Thakur, Dheerendra Gautam",SonyLIV
Indian Matchmaking Season 3,No description available,Reality television,3.531681244,Sima Taparia,Netflix
Rough Diamonds,"Cecilia Verheyden, Rotem Shamir",Drama,4.1,"Casper Knopf, Kevin Janssens, Marie Vinck, Ini Massez, Robbie Cleiren, Els Dottermans, Yona Elian, Janne Desmet, Tine Joustra, Gene Bervoets",Netflix
Welcome to Eden Season 2,"Denis Rovira van Boekholt, Juanma R. Pachón",Drama Thriller,3.8,"Tamar Pelzig, Amaia Aberasturi, Tomás Aguilera, Diego Garisa, Berta Castañé, Lola Rodríguez, Guillermo Pfening, Begoña Vargas, Sergio Momo, Carlos Torres, Nona Sobo",Netflix
The Diplomat Season 1,"Liza Johnson, Simon Cellan Jones",Drama Political thriller,3.8,"Keri Russell, David Gyasi, Rufus Sewell, Rory Kinnear, Ato Essandoh, Ali Ahn, Jon Moore, Adam Silver, Bhav Joshi, Eric Tiede, Anna Francolini, Joey Eden",Netflix
Tooth Pari: When Love Bites,Pratim Dasgupta,Unknown,4.3,"Tillotama Shome, Saswata Chatterjee, Tanya Maniktala, Shantanu Maheshwari, Revathi, Adil Hussain, Sikandar Kher",Netflix
Chimp Empire,James Reed,Documentary,3.531681244,Mahershala Ali,Netflix
The Marked Heart Season 2,Camilo Vega,Unknown,3.1,"Juan Fernando Sánchez, Moisés Arizmendi, Jacqueline Arenal, Sebastián Martínez, Margarita Muñoz, Ana Lucía Domínguez, Mauricio Cujar, Valeria Emiliani, Julián Cerati, Mariaca Semprun, Michel Brown",Netflix
How to Get Rich,No description available,Unknown,4.8,Ramit Sethi,Netflix
The Great Season 1,"Colin Bucksey, Bert, Bertie, Ben Chessell, Geeta V. Patel, Matt Shakman",Comedy-drama Dark comedy Historical fiction Satire Absurdist humor,3.531681244,"Elle Fanning, Nicholas Hoult, Phoebe Fox, Sacha Dhawan, Charity Wakefield, Gwilym Lee, Adam Godley, Douglas Hodge, Belinda Bromilow, Richard Pyros, Bayo Gbadamosi, Sebastian de Souza",Prime Video
The Great Season 2,"Colin Bucksey, Matthew Moore, Ally Pankiw",Comedy-drama Dark comedy Historical fiction Satire Absurdist humor,3.531681244,"Elle Fanning, Nicholas Hoult, Phoebe Fox, Sacha Dhawan, Charity Wakefield, Gwilym Lee, Adam Godley, Douglas Hodge, Belinda Bromilow, Richard Pyros, Bayo Gbadamosi, Sebastian de Souza",Prime Video
Greek Salad,"Cédric Klapisch, Lola Doillon, Antoine Garceau",Drama,3.8,"Romain Duris, Cécile de France, Kevin Bishop et Kelly Reilly, Barnaby Metschurat, Aliocha Schneider, Megan Northam, Aggy K. Adams, Reham Alkassar, Amir Baylly, Davide Iachini, Amro Ahmad Jamous, Anna Kameníková",Prime Video
Jane,"J.J. Johnson, Mars Horodyski, Winnifred Jong",Historical fantasy Tudor romance,4.5,"Mason Blomberg, Tamara Almeida, Elise Bauman",Apple TV+
Queenmaker,Jin Suk Oh,Unknown,4.0,"Jin Kyung, Chae-Young Han, Lee Kyung-young, Kim Tae-hoon, Seo Yi-Sook, Ja-Yeon Ok, Soo-young Ryu, Ki Do-Hoon, Won Tae Min, Jo Won Hee, Kim Byung-Ok, Moon So-ri, Kim Hee-ae",Netflix
The Last Thing He Told Me,Olivia Newman,Mystery thriller Drama,3.531681244,"Jennifer Garner, Angourie Rice, Nikolaj Coster-Waldau, Aisha Tyler, Geoff Stults, John Harlan Kim, Augusto Aguilera",Apple TV+
The Marvelous Mrs. Maisel Season 5,"Amy Sherman-Palladino, Daniel Palladino",Comedy-drama Period drama,3.531681244,"Rachel Brosnahan, Tony Shalhoub, Alex Borstein, Marin Hinkle, Michael Zegen, Kevin Pollak, Caroline Aaron, Reid Scott, Alfie Fuller, Jason Ralph.",Prime Video
Florida Man,"Miguel Arteta, Julian Farino, Haifaa Al-Mansour, Kevin Bray, Clark Gregg",Crime Comedy drama,3.531681244,"Édgar Ramírez, Anthony LaPaglia, Abbey Lee, Otmara Marrero, Lex Scott Davis, Emory Cohen, Isaiah Johnson",Netflix
Obsession,"Lisa Barros D'Sa, Glenn Leyburn",Mystery,2.8,"Richard Armitage, Charlie Murphy, Anil Goutam, Rish Shah, Sonera Angel, Francesca Knight, Kerim Hassan, Victor Pontecorvo, Greg Barnett, Celine Arden, Isla Jackson-Ritchie, Letty Thomas",Netflix
Running for my Truth: Alex Schwazer,No description available,Unknown,3.531681244,Alex Schwazer,Netflix
Single Drunk Female Season 2,"Ahmed Ibrahim, Phil Traill, Heather Jack, Mary Wigmore, Travon Free, Martin Desmond Roe, John Riggi, Tyne Rafaeli, Kimmy Gatewood",Unknown,3.531681244,"Sofia Black-D'Elia, Lovell Gates, Avery Bigelow, Danielle Lyn, Savage Houston, Sabrina Saleha, Heather Kantor, Alexa Rachelle Jennings",Disney+ Hotstar
American Manhunt: The Boston Marathon Bombing,Floyd Russ,Documentary,5.0,Not decided,Netflix
Rennervations,Zach Merck,Reality,3.531681244,"Jeremy Renner, Anthony Mackie, Vanessa Hudgens, Anil Kapoor, Sebastián Yatra",Disney+ Hotstar
Leanne Morgan: I'm Every Woman,Manny Rodriguez,Comedy,3.531681244,Leanne Morgan,Netflix
Jubilee,Vikramaditya Motwane,Period drama,3.8,"Prasenjit Chatterjee, Wamiqa Gabbi, Aparshakti Khurana, Sidhant Gupta, Nandish Singh Sandhu, Shweta Basu Prasad, Tushar Phulke, Harish Chhabra, Ajay Dutta, Narottam Bain, Edward Sonnenblick",Prime Video
Schmigadoon! Season 2,Robert Luketic,Unknown,3.531681244,"Keegan-Michael Key, Cecily Strong, Dove Cameron, Jaime Camil, Kristin Chenoweth, Alan Cumming, Ariana DeBose, Ann Harada, Jane Krakowski, Martin Short, Aaron Tveit, Tituss Burgess, Patrick Page",Apple TV+
Thicker Than Water,Lionel Smila,Unknown,4.0,"Walid Afkir, Kahina Carina, Mayane Sarah El Baze, Aida Ghechoud, Paul Hamy, Karimouche, Radouan Leflahi, Paola Locatelli, Nawell Madani",Netflix
Tiny Beautiful Things,"Rachel Lee Goldenberg, Desiree Akhavan",Comedy drama,3.531681244,"Kathryn Hahn, Sarah Pidgeon, Quentin Plair, Tanzyn Crawford, Merritt Wever, Johnny Berchtold, Elizabeth Hinkler, Julien Marlon Samani, Aneasa Yacoub, Shannan Leigh Reeve, Kevin Michael Brown",Disney+ Hotstar
Transatlantic,"Stéphanie Chuat, Véronique Reymond, Mia Maariel Meyer",Unknown,4.6,"Gillian Jacobs, Cory Michael Smith, Yoli Fuller, Nadiv Molcho, Jodhi May, Corey Stoll, Luke Thompson, Moritz Bleibtreu",Netflix
Beef,"Jake Schreier, Hikari, Lee Sung Jin",Comedy,3.531681244,"Steven Yeun, Ali Wong, David Choe, Young Mazino, Joseph Lee, Patti Yasutake",Netflix
My Name Is Mo’Nique,No description available,Comedy,3.531681244,Mo'Nique,Netflix
The Signing,No description available,Romance Crime Action,3.531681244,"Rauw Alejandro, Yandel, Nicki Nicole",Netflix
War Sailor,Gunnar Vikene,Drama,3.531681244,"Ine Marie Wilmann, Pål Sverre Hagen, Kristoffer Joner",Netflix
Copycat Killer,"Henri Chang, Jung-chi Chang",Mystery,4.3,"Kang Ren Wu, Ruby Lin, Fandy Fan, Alice Ko, Cammy Chiang, Tsung-Hua Tou, Teng-Hung Hsia, Chun-Yao Yao",Netflix
"Doogie Kamealoha, M.D. Season 2",Nick Wong,Medical comedy drama,3.531681244,"Peyton Elizabeth Lee, Wes Tian, Jeffrey Bowyer-Chapman, Jaki Lauper, Tinpo Lee, Kyna Treacy, Mara Marini, Joy Tuck, Lexie Duncan, Nhumi Threadgill, Dean Schaller, Riley Looc",Disney+ Hotstar
Eva the Owlet,Damien O'Connor,Unknown,3.531681244,"Vivienne Rutherford, Romy Fay, Pressly James Crosby, Sascha Yurchak",Apple TV+
The Power,Reed Morano,Science fiction Drama Dystopia Thriller,3.0,"Toni Collette, Auliʻi Cravalho, John Leguizamo, Halle Bush, Ria Zmitrowicz, Toheeb Jimoh, Nico Hiraga, Heather Agyepong, Josh Charles",Prime Video
